"data_id","x","y","model","value","data_type"
0,1.12800046702111e-05,-9.38752174449726,"cnls",-9.38706197189902,"homosk"
1,0.00964926836717184,-3.37136759429988,"cnls",-3.38045863202024,"homosk"
2,0.0178912901896977,-1.84572010425574,"cnls",-1.76753209329887,"homosk"
3,0.0190212249081692,-1.05972985598747,"cnls",-1.54775965123664,"homosk"
4,0.0235543638828647,-1.8149063953133,"cnls",-1.44998500552423,"homosk"
5,0.0268490401818607,-2.29426949211061,"cnls",-1.3789239399977,"homosk"
6,0.0273341731272995,-0.656055887076673,"cnls",-1.36846062715527,"homosk"
7,0.0301134258631882,-0.75036060547094,"cnls",-1.30852001203079,"homosk"
8,0.035407281948325,-1.02517733744788,"cnls",-1.19438040590909,"homosk"
9,0.0383582719895207,-1.09457378658282,"cnls",-1.13075595802707,"homosk"
10,0.0398278336254325,-1.56880115829525,"cnls",-1.09907199749287,"homosk"
11,0.0408342056985496,-1.43480896737651,"cnls",-1.07737463165327,"homosk"
12,0.0651244937579316,0.214971443413255,"cnls",-0.553679100674026,"homosk"
13,0.0700460083110894,0.300095963588594,"cnls",-0.447692807473604,"homosk"
14,0.0706758674074824,-1.03646845872264,"cnls",-0.434128780296928,"homosk"
15,0.0810713085213371,-0.529886271805421,"cnls",-0.210268274449255,"homosk"
16,0.0832681344779549,-0.920282806186444,"cnls",-0.162961034484107,"homosk"
17,0.0880414029457206,0.37649251878945,"cnls",-0.0601722831816083,"homosk"
18,0.089597021705649,-1.20017054701842,"cnls",-0.0266734803487916,"homosk"
19,0.093379802806708,0.228842018562963,"cnls",0.0547848584646518,"homosk"
20,0.100284440646626,1.00029179991614,"cnls",0.203468118224283,"homosk"
21,0.102463029930444,0.759204016880744,"cnls",0.250345455832177,"homosk"
22,0.109255144790507,0.768863375067174,"cnls",0.274537554934115,"homosk"
23,0.111881619710302,-0.103925313363573,"cnls",0.283890354658653,"homosk"
24,0.11714471634963,0.722682282038482,"cnls",0.302627614730898,"homosk"
25,0.135553371614233,-0.448372903878532,"cnls",0.368132062558557,"homosk"
26,0.141914534388719,0.364692665131968,"cnls",0.390767041252081,"homosk"
27,0.146840780952761,0.311905315957611,"cnls",0.408295701192699,"homosk"
28,0.160369379098074,1.20900381091606,"cnls",0.456430583229547,"homosk"
29,0.162386797109192,0.878397241161905,"cnls",0.463608027600494,"homosk"
30,0.163867492030447,0.449564681148646,"cnls",0.46887559055066,"homosk"
31,0.168639432774889,0.702387075873485,"cnls",0.485849568515677,"homosk"
32,0.169284482623593,1.15081790965044,"cnls",0.488143959873474,"homosk"
33,0.175906289116939,0.59905678535497,"cnls",0.511693849780985,"homosk"
34,0.176302214274897,0.558127308240939,"cnls",0.513101902001061,"homosk"
35,0.177664743367709,-0.648439296728032,"cnls",0.517947409930848,"homosk"
36,0.179049090933979,-0.0907850690384571,"cnls",0.522870369768683,"homosk"
37,0.183432934550129,0.748728898076814,"cnls",0.538459428789898,"homosk"
38,0.184498643661981,0.67584700548145,"cnls",0.542248953303416,"homosk"
39,0.188945373754733,1.17169547353992,"cnls",0.558060052004477,"homosk"
40,0.190375753010258,0.0631883099203314,"cnls",0.563145755383138,"homosk"
41,0.220016499887579,0.190511568448938,"cnls",0.668520770218436,"homosk"
42,0.221688178161462,0.681624018154303,"cnls",0.674463626940138,"homosk"
43,0.226263040307127,0.0210416505899693,"cnls",0.690727083513548,"homosk"
44,0.231095349288963,0.837939680050934,"cnls",0.707905402262545,"homosk"
45,0.232133861855304,-0.61380455294942,"cnls",0.711597127680818,"homosk"
46,0.233125458687624,1.12834385941001,"cnls",0.715122024034478,"homosk"
47,0.24248339479422,1.40278816024282,"cnls",0.74838682734047,"homosk"
48,0.249650985020142,1.25466070373277,"cnls",0.773864139438966,"homosk"
49,0.258281135067109,-1.07469155245616,"cnls",0.804538425216478,"homosk"
50,0.261008987111928,0.686336249964192,"cnls",0.814233909644393,"homosk"
51,0.261724640570416,1.43542317568036,"cnls",0.81677745086993,"homosk"
52,0.269480291445809,0.818743063775532,"cnls",0.84434148438117,"homosk"
53,0.269726120814586,1.19531618430917,"cnls",0.845215109357547,"homosk"
54,0.271259031014112,1.5195383847556,"cnls",0.850662567120215,"homosk"
55,0.276454863114145,1.45760783501431,"cnls",0.869125967307553,"homosk"
56,0.281535984611591,0.839813112266854,"cnls",0.88718066347059,"homosk"
57,0.283733733859235,-0.192629260066019,"cnls",0.894989730632127,"homosk"
58,0.286780591587788,-0.342759692371284,"cnls",0.905815696160116,"homosk"
59,0.297087532031195,1.58076593769072,"cnls",0.942437460725041,"homosk"
60,0.300987030007193,1.24979054490349,"cnls",0.95629086856889,"homosk"
61,0.301624912578124,1.13114905432494,"cnls",0.958556206828634,"homosk"
62,0.304386611346969,0.893036122387287,"cnls",0.968363176408703,"homosk"
63,0.305583138686717,1.98048313658665,"cnls",0.97261085113576,"homosk"
64,0.306751213174326,1.3185374922897,"cnls",0.976755577989375,"homosk"
65,0.307287573489389,0.793944371840941,"cnls",0.978658456455046,"homosk"
66,0.330417835539717,1.15038840165492,"cnls",1.06070267083235,"homosk"
67,0.331525171571611,0.129464235108868,"cnls",1.06462999711297,"homosk"
68,0.331957337191416,0.891697697541022,"cnls",1.06616266716294,"homosk"
69,0.334605233569963,1.25303251732445,"cnls",1.07555309360706,"homosk"
70,0.341545544291246,2.09515557163312,"cnls",1.10016486697196,"homosk"
71,0.347894991934522,1.76765245191876,"cnls",1.11789626203396,"homosk"
72,0.352724943130604,0.106176933603382,"cnls",1.13138099532533,"homosk"
73,0.361496291880258,0.913907273427079,"cnls",1.15586888847368,"homosk"
74,0.368076431773417,1.71767304645357,"cnls",1.17423825017402,"homosk"
75,0.379965959758794,1.74720270444409,"cnls",1.19857840305621,"homosk"
76,0.394850953020845,1.51025246712219,"cnls",1.22895024407178,"homosk"
77,0.396196596979064,1.3012372895053,"cnls",1.2316958548337,"homosk"
78,0.405022546775584,1.10609637993458,"cnls",1.24970021530141,"homosk"
79,0.414639645706257,1.61325990813574,"cnls",1.26931671191652,"homosk"
80,0.423442444627619,0.63004013093128,"cnls",1.28727077555754,"homosk"
81,0.427312837650482,1.84949416725372,"cnls",1.2951645614566,"homosk"
82,0.43602728932393,1.56964017018137,"cnls",1.31293615170584,"homosk"
83,0.43982759996855,2.20423195668012,"cnls",1.3206858904759,"homosk"
84,0.451745720924487,1.37470739843184,"cnls",1.3449867196343,"homosk"
85,0.457316223372139,0.957536685469525,"cnls",1.35634463861102,"homosk"
